date,artist,front_person_age,song,discogs_genre,length_sec,simplified_key,lyrical_topic,explicit,discogs_genre_cleaned,year,decade,lyrical_topic_split
1976-01-24 00:00:00+00:00,Diana Ross,31.0,Theme from Mahogany (Do You Know Where You're Going To),Funk/Soul,204,Multiple Keys,Life;Hope,0,Funk/Soul,1976,1970,"['Life', 'Hope']"
1976-02-07 00:00:00+00:00,Paul Simon,34.0,50 Ways to Leave Your Lover,Rock,217,G,Lost Love,0,Rock,1976,1970,['Lost Love']
1976-03-06 00:00:00+00:00,The Miracles,25.0,Love Machine (Part 1),Funk/Soul,181,Multiple Keys,Lust/Sex,0,Funk/Soul,1976,1970,['Lust/Sex']
1976-03-13 00:00:00+00:00,Frankie Valli & the Four Seasons,41.0,"December, 1963 (Oh What a Night!)",Rock;Pop,197,Db,Lust/Sex,0,Rock,1976,1970,['Lust/Sex']
1976-04-03 00:00:00+00:00,Johnnie Taylor,41.0,Disco Lady,Funk/Soul,267,D,Dancing;Lust/Sex,0,Funk/Soul,1976,1970,"['Dancing', 'Lust/Sex']"
1976-05-01 00:00:00+00:00,The Bellamy Brothers,27.5,Let Your Love Flow,Rock,199,Eb,Love,0,Rock,1976,1970,['Love']
1976-05-08 00:00:00+00:00,John Sebastian,32.0,Welcome Back,Rock;Stage & Screen,171,D,Friendship;Home,0,Rock,1976,1970,"['Friendship', 'Home']"
1976-05-15 00:00:00+00:00,The Sylvers,19.11111111111111,Boogie Fever,Funk/Soul,201,Multiple Keys,Dancing;Love,0,Funk/Soul,1976,1970,"['Dancing', 'Love']"
1976-05-22 00:00:00+00:00,Paul McCartney & Wings,33.0,Silly Love Songs,Rock,352,C,Love,0,Rock,1976,1970,['Love']
1976-05-29 00:00:00+00:00,Diana Ross,32.0,Love Hangover,Funk/Soul,229,Ebm,Love;Lust/Sex,0,Funk/Soul,1976,1970,"['Love', 'Lust/Sex']"
1976-07-10 00:00:00+00:00,Starland Vocal Band,30.5,Afternoon Delight,Rock,191,F,Lust/Sex,1,Rock,1976,1970,['Lust/Sex']
1976-07-24 00:00:00+00:00,The Manhattans,24.0,Kiss and Say Goodbye,Funk/Soul,209,Bb,Forbidden Love;Infidelity;Lust/Sex;Lost Love,0,Funk/Soul,1976,1970,"['Forbidden Love', 'Infidelity', 'Lust/Sex', 'Lost Love']"
1976-08-07 00:00:00+00:00,Elton John & Kiki Dee,29.0,Don't Go Breaking My Heart,Rock;Funk/Soul,271,F,Love,0,Rock,1976,1970,['Love']
1976-09-04 00:00:00+00:00,Bee Gees,30.0,You Should Be Dancing,Electronic,256,Gm,Dancing;Lust/Sex,0,Electronic,1976,1970,"['Dancing', 'Lust/Sex']"
1976-09-11 00:00:00+00:00,KC & the Sunshine Band,25.0,"(Shake, Shake, Shake) Shake Your Booty",Electronic;Funk/Soul,187,Cm,Dancing,0,Electronic,1976,1970,['Dancing']
1976-09-18 00:00:00+00:00,Wild Cherry,25.0,Play That Funky Music,Funk/Soul,191,Em,Dancing;Playing Music;Partying,0,Funk/Soul,1976,1970,"['Dancing', 'Playing Music', 'Partying']"
1976-10-16 00:00:00+00:00,Rick Dees & His Cast of Idiots,26.0,Disco Duck,Funk/Soul,199,A,Dancing,0,Funk/Soul,1976,1970,['Dancing']
1976-10-23 00:00:00+00:00,Chicago,32.0,If You Leave Me Now,Rock;Pop,235,B,Love;Lost Love,0,Rock,1976,1970,"['Love', 'Lost Love']"
1976-11-06 00:00:00+00:00,Steve Miller Band,33.0,Rock 'n Me,Rock,187,E,Lust/Sex,0,Rock,1976,1970,['Lust/Sex']
1976-11-13 00:00:00+00:00,Rod Stewart,31.0,Tonight's the Night (Gonna Be Alright),Rock,213,Multiple Keys,Lust/Sex,0,Rock,1976,1970,['Lust/Sex']
1977-01-08 00:00:00+00:00,"Marilyn McCoo & Billy Davis, Jr.",35.5,You Don't Have to Be a Star (To Be in My Show),Funk/Soul,209,E,Love,0,Funk/Soul,1977,1970,['Love']
1977-01-15 00:00:00+00:00,Leo Sayer,28.0,You Make Me Feel Like Dancing,Rock,173,Multiple Keys,Dancing;Love,0,Rock,1977,1970,"['Dancing', 'Love']"
1977-01-22 00:00:00+00:00,Stevie Wonder,26.0,I Wish,Funk/Soul,271,Ebm,Childhood;Better Times,0,Funk/Soul,1977,1970,"['Childhood', 'Better Times']"
1977-01-29 00:00:00+00:00,Rose Royce,23.0,Car Wash,Funk/Soul,200,D,Jobs,0,Funk/Soul,1977,1970,['Jobs']
1977-02-05 00:00:00+00:00,Mary MacGregor,28.0,Torn Between Two Lovers,Rock;Pop,229,Bb,Lost Love;Forbidden Love,0,Rock,1977,1970,"['Lost Love', 'Forbidden Love']"
1977-02-19 00:00:00+00:00,Manfred Mann's Earth Band,36.0,Blinded by the Light,Rock,229,F,Growing Up,0,Rock,1977,1970,['Growing Up']
1977-02-26 00:00:00+00:00,Eagles,28.0,New Kid in Town,Rock,305,E,Lost Love,0,Rock,1977,1970,['Lost Love']
1977-03-05 00:00:00+00:00,Barbra Streisand,34.0,Evergreen (Love Theme From A Star is Born),Pop;Stage & Screen,185,A,Love,0,Pop,1977,1970,['Love']
1977-03-26 00:00:00+00:00,Daryl Hall & John Oates,29.0,Rich Girl,Rock;Pop,142,F,Bad Relationships;Lost Love,1,Rock,1977,1970,"['Bad Relationships', 'Lost Love']"
1977-04-09 00:00:00+00:00,ABBA,29.75,Dancing Queen,Pop,230,A,Dancing;Escape;Longing for Love,0,Pop,1977,1970,"['Dancing', 'Escape', 'Longing for Love']"
1977-04-16 00:00:00+00:00,David Soul,33.0,Don't Give Up on Us,Rock;Pop,219,A,Love;Faithfulness,0,Rock,1977,1970,"['Love', 'Faithfulness']"
1977-04-23 00:00:00+00:00,Thelma Houston,30.0,Don't Leave Me This Way,Electronic;Funk/Soul,218,Multiple Keys,Lust/Sex,0,Electronic,1977,1970,['Lust/Sex']
1977-04-30 00:00:00+00:00,Glen Campbell,41.0,Southern Nights,Rock,180,E,Home;Better Times,0,Rock,1977,1970,"['Home', 'Better Times']"
1977-05-07 00:00:00+00:00,Eagles,29.0,Hotel California,Rock;Pop,391,Bm,Escape;God,1,Rock,1977,1970,"['Escape', 'God']"
1977-05-14 00:00:00+00:00,Leo Sayer,28.0,When I Need You,Pop,253,Db,Love,0,Pop,1977,1970,['Love']
1977-05-21 00:00:00+00:00,Stevie Wonder,27.0,Sir Duke,Funk/Soul;Pop,232,Gb,Bands;Playing Music;Appreciation;Dancing,0,Funk/Soul,1977,1970,"['Bands', 'Playing Music', 'Appreciation', 'Dancing']"
1977-06-11 00:00:00+00:00,KC & the Sunshine Band,26.0,I'm Your Boogie Man,Funk/Soul,244,Fm,Lust/Sex,0,Funk/Soul,1977,1970,['Lust/Sex']
1977-06-18 00:00:00+00:00,Fleetwood Mac,29.0,Dreams,Rock,245,C,Lost Love,0,Rock,1977,1970,['Lost Love']
1977-06-25 00:00:00+00:00,Marvin Gaye,38.0,Got to Give it Up,Funk/Soul,255,D,Dancing;Lust/Sex,0,Funk/Soul,1977,1970,"['Dancing', 'Lust/Sex']"
1977-07-02 00:00:00+00:00,Bill Conti,35.0,Gonna Fly Now (Theme from Rocky),Rock;Pop;Stage & Screen,170,Am,Positivity;Badassery,0,Rock,1977,1970,"['Positivity', 'Badassery']"
1977-07-09 00:00:00+00:00,Alan O'Day,36.0,Undercover Angel,Funk/Soul,200,Bb,Longing for Love;Lust/Sex,0,Funk/Soul,1977,1970,"['Longing for Love', 'Lust/Sex']"
1977-07-16 00:00:00+00:00,Shaun Cassidy,18.0,Da Doo Ron Ron,Rock;Pop,170,C,Love,0,Rock,1977,1970,['Love']
1977-07-23 00:00:00+00:00,Barry Manilow,34.0,Looks Like We Made It,Rock;Pop,213,C,Lost Love,0,Rock,1977,1970,['Lost Love']
1977-07-30 00:00:00+00:00,Andy Gibb,19.0,I Just Want to Be Your Everything,Pop,212,A,Love,0,Pop,1977,1970,['Love']
1977-10-15 00:00:00+00:00,Debby Boone,21.0,You Light Up My Life,Pop;Stage & Screen,216,D,Love,0,Pop,1977,1970,['Love']
1977-12-24 00:00:00+00:00,Bee Gees,31.0,How Deep is Your Love,Electronic,245,Eb,Love,0,Electronic,1977,1970,['Love']
1978-01-14 00:00:00+00:00,Player,29.0,Baby Come Back,Rock,214,Multiple Keys,Lost Love,0,Rock,1978,1970,['Lost Love']
1978-02-04 00:00:00+00:00,Bee Gees,31.0,Stayin' Alive,Funk/Soul,283,Fm,Badassery;Survival,0,Funk/Soul,1978,1970,"['Badassery', 'Survival']"
1978-03-04 00:00:00+00:00,Andy Gibb,19.0,(Love Is) Thicker Than Water,Rock;Pop,198,Gbm,Love,0,Rock,1978,1970,['Love']
1978-03-18 00:00:00+00:00,Bee Gees,31.0,Night Fever,Electronic;Stage & Screen,212,Dbm,Lust/Sex;Dancing,0,Electronic,1978,1970,"['Lust/Sex', 'Dancing']"
1978-05-13 00:00:00+00:00,Yvonne Elliman,26.0,If I Can't Have You,Funk/Soul,180,B,Longing for Love,0,Funk/Soul,1978,1970,['Longing for Love']
1978-05-20 00:00:00+00:00,Paul McCartney & Wings,35.0,With a Little Luck,Rock,194,E,Love,1,Rock,1978,1970,['Love']
1978-06-03 00:00:00+00:00,Johnny Mathis & Deniece Williams,34.5,"Too Much, Too Little, Too Late",Rock,180,Fm,Lost Love,0,Rock,1978,1970,['Lost Love']
1978-06-10 00:00:00+00:00,John Travolta & Olivia Newton-John,26.5,You're the One That I Want,Rock;Pop;Stage & Screen,169,C,Love;Longing for Love,0,Rock,1978,1970,"['Love', 'Longing for Love']"
1978-06-17 00:00:00+00:00,Andy Gibb,20.0,Shadow Dancing,Funk/Soul,276,Gm,Lust/Sex;Dancing,0,Funk/Soul,1978,1970,"['Lust/Sex', 'Dancing']"
1978-08-05 00:00:00+00:00,The Rolling Stones,35.0,Miss You,Rock,225,Am,Lust/Sex,0,Rock,1978,1970,['Lust/Sex']
1978-08-12 00:00:00+00:00,Commodores,29.0,Three Times a Lady,Funk/Soul,217,Ab,Love,0,Funk/Soul,1978,1970,['Love']
1978-08-26 00:00:00+00:00,Frankie Valli,44.0,Grease,Electronic;Stage & Screen,206,Bb,Love,0,Electronic,1978,1970,['Love']
1978-09-30 00:00:00+00:00,Exile,34.0,Kiss You All Over,Rock;Pop,296,C,Lust/Sex,0,Rock,1978,1970,['Lust/Sex']
1978-10-28 00:00:00+00:00,Nick Gilder,26.0,Hot Child in the City,Rock,215,E,Lust/Sex;Bad Behavior,0,Rock,1978,1970,"['Lust/Sex', 'Bad Behavior']"
1978-11-04 00:00:00+00:00,Anne Murray,33.0,You Needed Me,"Pop;Folk, World, & Country",220,A,Love,0,Pop,1978,1970,['Love']
1978-11-11 00:00:00+00:00,Donna Summer,29.0,MacArthur Park,Funk/Soul,235,Multiple Keys,Lost Love,0,Funk/Soul,1978,1970,['Lost Love']
1978-12-02 00:00:00+00:00,Barbra Streisand & Neil Diamond,36.5,You Don't Bring Me Flowers,Rock,195,C,Lost Love,0,Rock,1978,1970,['Lost Love']
1978-12-09 00:00:00+00:00,Chic,26.0,Le Freak,Funk/Soul,216,C,Dancing,0,Funk/Soul,1978,1970,['Dancing']
1979-01-06 00:00:00+00:00,Bee Gees,32.0,Too Much Heaven,Funk/Soul;Pop,296,Db,Love,0,Funk/Soul,1979,1970,['Love']
1979-02-10 00:00:00+00:00,Rod Stewart,34.0,Do Ya Think I'm Sexy?,Rock,326,Dm,Lust/Sex,1,Rock,1979,1970,['Lust/Sex']
1979-03-10 00:00:00+00:00,Gloria Gaynor,29.0,I Will Survive,Funk/Soul,198,C,Lost Love;Bad Relationships;Empowerment,0,Funk/Soul,1979,1970,"['Lost Love', 'Bad Relationships', 'Empowerment']"
1979-03-24 00:00:00+00:00,Bee Gees,32.0,Tragedy,Funk/Soul;Pop,303,Bm,Lost Love,0,Funk/Soul,1979,1970,['Lost Love']
1979-04-14 00:00:00+00:00,The Doobie Brothers,27.0,What a Fool Believes,Electronic;Rock;Funk/Soul;Pop,224,Db,Lost Love,0,Electronic,1979,1970,['Lost Love']
1979-04-21 00:00:00+00:00,Amii Stewart,23.0,Knock On Wood,Electronic,227,Ab,Lust/Sex,0,Electronic,1979,1970,['Lust/Sex']
1979-04-28 00:00:00+00:00,Blondie,33.0,Heart of Glass,Rock;Funk/Soul,229,E,Lost Love,1,Rock,1979,1970,['Lost Love']
1979-05-05 00:00:00+00:00,Peaches & Herb,36.0,Reunited,Funk/Soul,345,Db,Getting Back Together;Love;Lost Love,0,Funk/Soul,1979,1970,"['Getting Back Together', 'Love', 'Lost Love']"
1979-06-02 00:00:00+00:00,Donna Summer,30.0,Hot Stuff,Electronic,226,Gm,Lust/Sex,0,Electronic,1979,1970,['Lust/Sex']
1979-06-09 00:00:00+00:00,Bee Gees,32.0,Love You Inside Out,Funk/Soul,228,Bm,Lost Love;Lust/Sex,0,Funk/Soul,1979,1970,"['Lost Love', 'Lust/Sex']"
1979-06-30 00:00:00+00:00,Anita Ward,22.0,Ring My Bell,Funk/Soul,212,Fm,Lust/Sex,0,Funk/Soul,1979,1970,['Lust/Sex']
1979-07-14 00:00:00+00:00,Donna Summer,30.0,Bad Girls,Funk/Soul,295,Dm,Lust/Sex,0,Funk/Soul,1979,1970,['Lust/Sex']
1979-08-18 00:00:00+00:00,Chic,26.0,Good Times,Funk/Soul,224,Bm,Dancing;Partying;Better Times,0,Funk/Soul,1979,1970,"['Dancing', 'Partying', 'Better Times']"
1979-08-25 00:00:00+00:00,The Knack,27.0,My Sharona,Rock,239,Multiple Keys,Lust/Sex,0,Rock,1979,1970,['Lust/Sex']
1979-10-06 00:00:00+00:00,Robert John,33.0,Sad Eyes,Rock;Pop,213,C,Lost Love,0,Rock,1979,1970,['Lost Love']
1979-10-13 00:00:00+00:00,Michael Jackson,21.0,Don't Stop 'Til You Get Enough,Electronic;Funk/Soul,365,B,Lust/Sex;Dancing,0,Electronic,1979,1970,"['Lust/Sex', 'Dancing']"
1979-11-03 00:00:00+00:00,M,32.0,Pop Muzik,Electronic,201,Db,Dancing;Partying,0,Electronic,1979,1970,"['Dancing', 'Partying']"
1979-11-10 00:00:00+00:00,Eagles,31.0,Heartache Tonight,Rock,265,G,Lost Love,0,Rock,1979,1970,['Lost Love']
1979-11-17 00:00:00+00:00,Commodores,29.0,Still,Funk/Soul,224,Db,Love,0,Funk/Soul,1979,1970,['Love']
1979-11-24 00:00:00+00:00,Barbra Streisand & Donna Summer,33.5,No More Tears (Enough is Enough),Electronic,288,Dm,Lost Love,0,Electronic,1979,1970,['Lost Love']
1979-12-08 00:00:00+00:00,Styx,32.0,Babe,Rock,242,D,Lost Love,0,Rock,1979,1970,['Lost Love']
1979-12-22 00:00:00+00:00,Rupert Holmes,32.0,Escape (The Piña Colada Song),Rock,231,C,Bad Relationships;Longing for Love,0,Rock,1979,1970,"['Bad Relationships', 'Longing for Love']"
1980-01-05 00:00:00+00:00,KC & the Sunshine Band,28.0,Please Don't Go,Funk/Soul,230,Db,Lost Love,0,Funk/Soul,1980,1980,['Lost Love']
1980-01-19 00:00:00+00:00,Michael Jackson,21.0,Rock With You,Funk/Soul,203,Db,Dancing;Lust/Sex,0,Funk/Soul,1980,1980,"['Dancing', 'Lust/Sex']"
1980-02-16 00:00:00+00:00,Captain & Tennille,38.0,Do That to Me One More Time,Pop,251,C,Lust/Sex,0,Pop,1980,1980,['Lust/Sex']
1980-02-23 00:00:00+00:00,Queen,33.0,Crazy Little Thing Called Love,Rock,263,D,Love,0,Rock,1980,1980,['Love']
1980-03-22 00:00:00+00:00,Pink Floyd,36.0,"Another Brick in the Wall, Pt. 2",Rock,198,Dm,Childhood;School,0,Rock,1980,1980,"['Childhood', 'School']"
1980-04-19 00:00:00+00:00,Blondie,34.0,Call Me,Rock;Stage & Screen,212,Dm,Lust/Sex,0,Rock,1980,1980,['Lust/Sex']
1980-05-31 00:00:00+00:00,Lipps Inc.,24.0,Funkytown,Electronic,239,C,Better Times;Utopia/Perfect Places,0,Electronic,1980,1980,"['Better Times', 'Utopia/Perfect Places']"
1980-06-28 00:00:00+00:00,Paul McCartney,38.0,Coming Up,Rock,248,E,Love,0,Rock,1980,1980,['Love']
1980-07-19 00:00:00+00:00,Billy Joel,31.0,It's Still Rock and Roll to Me,Rock,176,C,Getting Older,0,Rock,1980,1980,['Getting Older']
1980-08-02 00:00:00+00:00,Olivia Newton-John,31.0,Magic,Pop,269,D,Love,0,Pop,1980,1980,['Love']
1980-08-30 00:00:00+00:00,Christopher Cross,29.0,Sailing,Rock,256,A,Surfing/Sailing,0,Rock,1980,1980,['Surfing/Sailing']
1980-09-06 00:00:00+00:00,Diana Ross,36.0,Upside Down,Electronic,245,Multiple Keys,Lust/Sex;Lost Love;Bad Behavior,0,Electronic,1980,1980,"['Lust/Sex', 'Lost Love', 'Bad Behavior']"
1980-10-04 00:00:00+00:00,Queen,34.0,Another One Bites the Dust,Rock,215,Fm,Murder;Death,0,Rock,1980,1980,"['Murder', 'Death']"
1980-10-25 00:00:00+00:00,Barbra Streisand,38.0,Woman in Love,Pop,231,Ebm,Longing for Love,0,Pop,1980,1980,['Longing for Love']
1980-11-15 00:00:00+00:00,Kenny Rogers,42.0,Lady,"Pop;Folk, World, & Country",231,Ebm,Love,0,Pop,1980,1980,['Love']
1980-12-27 00:00:00+00:00,John Lennon,40.0,(Just Like) Starting Over,Rock,234,A,Love,0,Rock,1980,1980,['Love']
1981-01-31 00:00:00+00:00,Blondie,35.0,The Tide is High,Rock;Reggae,233,B,Longing for Love,0,Rock,1981,1980,['Longing for Love']
1981-02-07 00:00:00+00:00,Kool & the Gang,30.0,Celebration,Funk/Soul,221,Ab,Partying,0,Funk/Soul,1981,1980,['Partying']
1981-02-21 00:00:00+00:00,Dolly Parton,35.0,9 to 5,"Rock;Pop;Folk, World, & Country;Stage & Screen",162,Gb,Work;Job,0,Rock,1981,1980,"['Work', 'Job']"
1981-02-28 00:00:00+00:00,Eddie Rabbit,39.0,I Love a Rainy Night,Pop,191,C,Rain;Appreciation,0,Pop,1981,1980,"['Rain', 'Appreciation']"
1981-03-21 00:00:00+00:00,REO Speedwagon,29.0,Keep on Loving You,Rock,200,C,Love,0,Rock,1981,1980,['Love']
1981-03-28 00:00:00+00:00,Blondie,35.0,Rapture,Electronic;Rock,391,Em,Partying,0,Electronic,1981,1980,['Partying']
1981-04-11 00:00:00+00:00,Daryl Hall & John Oates,33.5,Kiss On My List,Rock,232,C,Love;Longing for Love;Lust/Sex,0,Rock,1981,1980,"['Love', 'Longing for Love', 'Lust/Sex']"
1981-05-02 00:00:00+00:00,Sheena Easton,22.0,Morning Train (Nine to Five),Electronic,300,Ab,Love,0,Electronic,1981,1980,['Love']
1981-05-16 00:00:00+00:00,Kim Carnes,35.0,Bette Davis Eyes,Electronic,328,F,Lust/Sex,0,Electronic,1981,1980,['Lust/Sex']
1981-07-25 00:00:00+00:00,Air Supply,32.0,The One That You Love,Rock;Pop,259,F,Lost Love,0,Rock,1981,1980,['Lost Love']
1981-08-01 00:00:00+00:00,Rick Springfield,31.0,Jessie's Girl,Rock,194,D,Longing for Love;Lust/Sex,0,Rock,1981,1980,"['Longing for Love', 'Lust/Sex']"
1981-08-15 00:00:00+00:00,Diana Ross & Lionel Richie,34.5,Endless Love,Funk/Soul,266,Bb,Love,0,Funk/Soul,1981,1980,['Love']
1981-10-17 00:00:00+00:00,Christopher Cross,30.0,Arthur's Theme (The Best That You Can Do),Rock;Pop;Stage & Screen,236,A,Love,0,Rock,1981,1980,['Love']
1981-11-07 00:00:00+00:00,Daryl Hall & John Oates,34.0,Private Eyes,Rock,217,Am,Lost Love,0,Rock,1981,1980,['Lost Love']
1981-11-21 00:00:00+00:00,Olivia Newton-John,33.0,Physical,Rock;Pop,225,Em,Lust/Sex,1,Rock,1981,1980,['Lust/Sex']
1982-01-30 00:00:00+00:00,Daryl Hall & John Oates,34.0,I Can't Go For That (No Can Do),Electronic,225,Multiple Keys,Bad Relationships,0,Electronic,1982,1980,['Bad Relationships']
1982-02-06 00:00:00+00:00,The J. Geils Band,35.0,Centerfold,Rock,216,C,Lust/Sex,0,Rock,1982,1980,['Lust/Sex']
1982-03-20 00:00:00+00:00,Joan Jett & the Blackhearts,23.0,I Love Rock 'n' Roll,Rock,175,Em,Playing Music;Lust/Sex,0,Rock,1982,1980,"['Playing Music', 'Lust/Sex']"
1982-05-15 00:00:00+00:00,Paul McCartney & Stevie Wonder,35.5,Ebony & Ivory,Rock,220,E,Coexistence;Appreciation,0,Rock,1982,1980,"['Coexistence', 'Appreciation']"
1982-07-03 00:00:00+00:00,The Human League,26.0,Don't You Want Me,Electronic;Pop,236,C,Lost Love,0,Electronic,1982,1980,['Lost Love']
1982-07-24 00:00:00+00:00,Survivor,29.0,Eye of the Tiger,Rock;Stage & Screen,227,Cm,Survival;Badassery,0,Rock,1982,1980,"['Survival', 'Badassery']"
1982-09-04 00:00:00+00:00,Steve Miller Band,38.0,Abracadabra,Rock,219,Am,Lust/Sex,0,Rock,1982,1980,['Lust/Sex']
1982-09-11 00:00:00+00:00,Chicago,37.0,Hard to Say I'm Sorry,Rock;Pop,221,Multiple Keys,Lost Love,0,Rock,1982,1980,['Lost Love']
1982-10-02 00:00:00+00:00,John Cougar,30.0,Jack and Diane,Rock;Pop,254,A,Love;Getting Older;Growing Up,0,Rock,1982,1980,"['Love', 'Getting Older', 'Growing Up']"
1982-10-30 00:00:00+00:00,Men at Work,29.0,Who Can It Be Now?,Rock;Pop,201,E,Paranoia,0,Rock,1982,1980,['Paranoia']
1982-11-06 00:00:00+00:00,Joe Cocker & Jennifer Warnes,36.5,Up Where We Belong,Rock;Stage & Screen,233,Multiple Keys,Love,0,Rock,1982,1980,['Love']
1982-11-27 00:00:00+00:00,Lionel Richie,33.0,Truly,Funk/Soul;Pop,200,Db,Love,0,Funk/Soul,1982,1980,['Love']
1982-12-11 00:00:00+00:00,Toni Basil,39.0,Mickey,Rock;Pop,216,E,Lust/Sex;Lost Love,0,Rock,1982,1980,"['Lust/Sex', 'Lost Love']"
1982-12-18 00:00:00+00:00,Daryl Hall & John Oates,35.0,Maneater,Electronic;Rock;Funk/Soul,273,D,Bad Relationships;Lost Love,0,Electronic,1982,1980,"['Bad Relationships', 'Lost Love']"
1983-01-15 00:00:00+00:00,Men at Work,29.0,Down Under,Rock;Pop,220,Bm,Home,0,Rock,1983,1980,['Home']
1983-02-05 00:00:00+00:00,Toto,35.0,Africa,Rock;Pop,261,E,Appreciation;Escape;Love,0,Rock,1983,1980,"['Appreciation', 'Escape', 'Love']"
1983-02-19 00:00:00+00:00,Patti Austin & James Ingram,31.5,"Baby, Come to Me",Electronic;Funk/Soul,215,Multiple Keys,Lust/Sex,0,Electronic,1983,1980,['Lust/Sex']
1983-03-05 00:00:00+00:00,Michael Jackson,24.0,Billie Jean,Electronic;Funk/Soul,294,Gbm,Bad Relationships;Paranoia;Child Birth,0,Electronic,1983,1980,"['Bad Relationships', 'Paranoia', 'Child Birth']"
1983-04-23 00:00:00+00:00,Dexys Midnight Runners,29.0,Come on Eileen,Rock;Funk/Soul,243,Multiple Keys,Lust/Sex,0,Rock,1983,1980,['Lust/Sex']
1983-04-30 00:00:00+00:00,Michael Jackson,24.0,Beat It,Electronic;Rock;Funk/Soul;Pop,258,Ebm,Bad Behavior;Violence,0,Electronic,1983,1980,"['Bad Behavior', 'Violence']"
1983-05-21 00:00:00+00:00,David Bowie,36.0,Let's Dance,Rock;Pop,248,Multiple Keys,Dancing;Longing for Love,0,Rock,1983,1980,"['Dancing', 'Longing for Love']"
1983-05-28 00:00:00+00:00,Irene Cara,24.0,Flashdance … What a Feeling,Electronic;Funk/Soul;Pop;Stage & Screen,233,Gm,Dancing,0,Electronic,1983,1980,['Dancing']
1983-07-09 00:00:00+00:00,The Police,31.0,Every Breath You Take,Rock,234,Multiple Keys,Bad Relationships;Lost Love,0,Rock,1983,1980,"['Bad Relationships', 'Lost Love']"
1983-09-03 00:00:00+00:00,Eurythmics,32.0,Sweet Dreams (Are Made of This),Electronic;Pop,216,Cm,Dreaming;Failure,0,Electronic,1983,1980,"['Dreaming', 'Failure']"
1983-09-10 00:00:00+00:00,Michael Sembello,29.0,Maniac,Electronic,244,Ebm,Dancing,0,Electronic,1983,1980,['Dancing']
1983-09-24 00:00:00+00:00,Billy Joel,34.0,Tell Her About It,Rock;Pop,229,Bb,Love;Appreciation,0,Rock,1983,1980,"['Love', 'Appreciation']"
1983-10-01 00:00:00+00:00,Bonnie Tyler,32.0,Total Eclipse of the Heart,Electronic,267,Ab,Lost Love;Longing for Love,0,Electronic,1983,1980,"['Lost Love', 'Longing for Love']"
1983-10-29 00:00:00+00:00,Kenny Rogers & Dolly Parton,41.0,Islands in the Stream,"Pop;Folk, World, & Country",251,Multiple Keys,Love,0,Pop,1983,1980,['Love']
1983-11-12 00:00:00+00:00,Lionel Richie,34.0,All Night Long (All Night),Funk/Soul,260,Ab,Dancing;Partying,0,Funk/Soul,1983,1980,"['Dancing', 'Partying']"
1983-12-10 00:00:00+00:00,Paul McCartney & Michael Jackson,33.0,Say Say Say,Electronic,234,Bbm,Longing for Love,0,Electronic,1983,1980,['Longing for Love']
1984-01-21 00:00:00+00:00,Yes,39.0,Owner of a Lonely Heart,Rock;Pop,230,Am,Lost Love,0,Rock,1984,1980,['Lost Love']
1984-02-04 00:00:00+00:00,Culture Club,22.0,Karma Chameleon,Pop,238,Bb,Lost Love,0,Pop,1984,1980,['Lost Love']
1984-02-25 00:00:00+00:00,Van Halen,29.0,Jump,Rock,240,Multiple Keys,Unclear,0,Rock,1984,1980,['Unclear']
1984-03-31 00:00:00+00:00,Kenny Loggins,36.0,Footloose,Rock;Pop;Stage & Screen,226,Bb,Dancing,0,Rock,1984,1980,['Dancing']
1984-04-21 00:00:00+00:00,Phil Collins,33.0,Against All Odds (Take a Look at Me Now),Rock;Pop;Stage & Screen,206,Db,Lost Love;Longing for Love,0,Rock,1984,1980,"['Lost Love', 'Longing for Love']"
1984-05-12 00:00:00+00:00,Lionel Richie,34.0,Hello,Funk/Soul,254,Am,Lost Love,0,Funk/Soul,1984,1980,['Lost Love']
1984-05-26 00:00:00+00:00,Deniece Williams,32.0,Let's Hear it For the Boy,Electronic,262,C,Love;Appreciation,0,Electronic,1984,1980,"['Love', 'Appreciation']"
1984-06-09 00:00:00+00:00,Cyndi Lauper,30.0,Time After Time,Rock;Pop,241,C,Love;Faithfulness,0,Rock,1984,1980,"['Love', 'Faithfulness']"
1984-06-23 00:00:00+00:00,Duran Duran,25.0,The Reflex,Rock;Pop,266,C,Unclear,0,Rock,1984,1980,['Unclear']
1984-07-07 00:00:00+00:00,Prince,26.0,When Doves Cry,Funk/Soul;Stage & Screen,228,Am,Lost Love;Lust/Sex,0,Funk/Soul,1984,1980,"['Lost Love', 'Lust/Sex']"
1984-08-11 00:00:00+00:00,"Ray Parker, Jr.",30.0,Ghostbusters,Electronic,241,Multiple Keys,Ghosts;Jobs,0,Electronic,1984,1980,"['Ghosts', 'Jobs']"
1984-09-01 00:00:00+00:00,Tina Turner,44.0,What's Love Got to Do With It,Rock;Funk/Soul;Pop,226,B,Lust/Sex,0,Rock,1984,1980,['Lust/Sex']
1984-09-22 00:00:00+00:00,John Waite,32.0,Missing You,Rock,270,Gb,Lost Love;Longing for Love,0,Rock,1984,1980,"['Lost Love', 'Longing for Love']"
1984-09-29 00:00:00+00:00,Prince,26.0,Let's Go Crazy,Electronic;Rock;Funk/Soul,227,Gb,Partying,1,Electronic,1984,1980,['Partying']
1984-10-13 00:00:00+00:00,Stevie Wonder,34.0,I Just Called to Say I Love You,Electronic;Funk/Soul;Stage & Screen,260,Db,Love,0,Electronic,1984,1980,['Love']
