date,artist,front_person_age,song,discogs_genre,length_sec,simplified_key,lyrical_topic,explicit,discogs_genre_cleaned,year,decade,lyrical_topic_split
1984-11-03 00:00:00+00:00,Billy Ocean,34.0,Caribbean Queen (No More Love on the Run),Electronic;Funk/Soul;Pop,221,Dm,Lust/Sex,0,Electronic,1984,1980,['Lust/Sex']
1984-11-17 00:00:00+00:00,Wham!,21.0,Wake Me Up Before You Go-Go,Rock;Pop,231,C,Lost Love,0,Rock,1984,1980,['Lost Love']
1984-12-08 00:00:00+00:00,Daryl Hall & John Oates,37.0,Out of Touch,Electronic;Rock,247,Am,Lost Love,0,Electronic,1984,1980,['Lost Love']
1984-12-22 00:00:00+00:00,Madonna,26.0,Like a Virgin,Electronic;Pop,218,Gb,Love,1,Electronic,1984,1980,['Love']
1985-02-02 00:00:00+00:00,Foreigner,34.0,I Want to Know What Love Is,Rock,304,Gb,Longing for Love,0,Rock,1985,1980,['Longing for Love']
1985-02-16 00:00:00+00:00,Wham!,21.0,Careless Whisper,Pop,300,Dm,Lost Love,0,Pop,1985,1980,['Lost Love']
1985-03-09 00:00:00+00:00,REO Speedwagon,33.0,Can't Fight This Feeling,Rock,295,A,Longing for Love,0,Rock,1985,1980,['Longing for Love']
1985-03-30 00:00:00+00:00,Phil Collins,34.0,One More Night,Rock,262,Multiple Keys,Lost Love,0,Rock,1985,1980,['Lost Love']
1985-04-13 00:00:00+00:00,USA for Africa,31.0,We Are the World,Pop,382,E,Redemption;Respect,0,Pop,1985,1980,"['Redemption', 'Respect']"
1985-05-11 00:00:00+00:00,Madonna,26.0,Crazy for You,Pop,224,E,Lust/Sex,0,Pop,1985,1980,['Lust/Sex']
1985-05-18 00:00:00+00:00,Simple Minds,25.0,Don't You (Forget About Me),Rock;Pop;Stage & Screen,263,D,Lust/Sex,0,Rock,1985,1980,['Lust/Sex']
1985-05-25 00:00:00+00:00,Wham!,21.0,Everything She Wants,Electronic,302,Gbm,Marriage;Bad Relationships,1,Electronic,1985,1980,"['Marriage', 'Bad Relationships']"
1985-06-08 00:00:00+00:00,Tears for Fears,23.0,Everybody Wants to Rule the World,Rock;Pop,251,D,Lost Innocence;Violence;War,0,Rock,1985,1980,"['Lost Innocence', 'Violence', 'War']"
1985-06-22 00:00:00+00:00,Bryan Adams,25.0,Heaven,Rock;Pop,243,Am,Love,0,Rock,1985,1980,['Love']
1985-07-06 00:00:00+00:00,Phil Collins,34.0,Sussudio,Rock;Pop,263,F,Love,0,Rock,1985,1980,['Love']
1985-07-13 00:00:00+00:00,Duran Duran,33.0,A View to a Kill,Rock;Pop;Stage & Screen,207,Multiple Keys,Murder;Death,0,Rock,1985,1980,"['Murder', 'Death']"
1985-07-27 00:00:00+00:00,Paul Young,29.0,Everytime You Go Away,Rock;Pop,260,F,Lost Love,0,Rock,1985,1980,['Lost Love']
1985-08-03 00:00:00+00:00,Tears for Fears,23.0,Shout,Electronic;Rock;Pop,246,Gm,Anger;Escape,1,Electronic,1985,1980,"['Anger', 'Escape']"
1985-08-24 00:00:00+00:00,Huey Lewis & the News,35.0,The Power of Love,Rock;Stage & Screen,234,F,Love,0,Rock,1985,1980,['Love']
1985-09-07 00:00:00+00:00,John Parr,32.0,St. Elmo's Fire (Man in Motion),Rock;Stage & Screen,251,Multiple Keys,Dreaming;Empowerment,0,Rock,1985,1980,"['Dreaming', 'Empowerment']"
1985-09-21 00:00:00+00:00,Dire Straits,36.0,Money for Nothing,Rock,249,Gm,Band;Racism;Materialism,1,Rock,1985,1980,"['Band', 'Racism', 'Materialism']"
1985-10-19 00:00:00+00:00,a-ha,26.0,Take on Me,Electronic;Pop,225,Gbm,Longing for Love,0,Electronic,1985,1980,['Longing for Love']
1985-10-26 00:00:00+00:00,Whitney Houston,22.0,Saving All My Love for You,Funk/Soul;Pop,218,Gbm,Forbidden Love;Infidelity;Lust/Sex,0,Funk/Soul,1985,1980,"['Forbidden Love', 'Infidelity', 'Lust/Sex']"
1985-11-02 00:00:00+00:00,Stevie Wonder,35.0,Part-Time Lover,Electronic;Funk/Soul;Pop,222,Bbm,Forbidden Love;Infidelity;Lust/Sex,0,Electronic,1985,1980,"['Forbidden Love', 'Infidelity', 'Lust/Sex']"
1985-11-16 00:00:00+00:00,Starship,40.5,We Built This City,Rock;Pop,277,F,Playing Music,0,Rock,1985,1980,['Playing Music']
1985-11-30 00:00:00+00:00,Phil Collins & Marilyn Martin,32.5,Separate Lives,Pop;Stage & Screen,269,E,Lost Love,0,Pop,1985,1980,['Lost Love']
1985-12-07 00:00:00+00:00,Mr. Mister,32.0,Broken Wings,Rock;Pop,275,Dbm,Getting Back Together;Love;Lost Love,0,Rock,1985,1980,"['Getting Back Together', 'Love', 'Lost Love']"
1985-12-21 00:00:00+00:00,Lionel Richie,36.0,"Say You, Say Me",Electronic;Funk/Soul;Stage & Screen,241,Ab,Love,0,Electronic,1985,1980,['Love']
1986-01-18 00:00:00+00:00,Dionne & Friends,45.0,That's What Friends are For,Funk/Soul,256,Eb,Appreciation;Friendship,0,Funk/Soul,1986,1980,"['Appreciation', 'Friendship']"
1986-02-15 00:00:00+00:00,Whitney Houston,22.0,How Will I Know,Electronic;Funk/Soul,275,Multiple Keys,Longing for Love,0,Electronic,1986,1980,['Longing for Love']
1986-03-01 00:00:00+00:00,Mr. Mister,32.0,Kyrie,Rock;Pop,257,C,God;Faithfulness,0,Rock,1986,1980,"['God', 'Faithfulness']"
1986-03-15 00:00:00+00:00,Starship,41.0,Sara,Rock;Pop,292,Bb,Lost Love,0,Rock,1986,1980,['Lost Love']
1986-03-22 00:00:00+00:00,Heart,33.5,These Dreams,Rock,228,B,Dreaming,0,Rock,1986,1980,['Dreaming']
1986-03-29 00:00:00+00:00,Falco,29.0,Rock Me Amadeus,Electronic;Hip Hop,202,Am,Playing Music,0,Electronic,1986,1980,['Playing Music']
1986-04-19 00:00:00+00:00,Prince,27.0,Kiss,Funk/Soul;Pop,226,A,Lust/Sex,0,Funk/Soul,1986,1980,['Lust/Sex']
1986-05-03 00:00:00+00:00,Robert Palmer,37.0,Addicted to Love,Rock,235,A,Lust/Sex,0,Rock,1986,1980,['Lust/Sex']
1986-05-10 00:00:00+00:00,Pet Shop Boys,28.5,West End Girls,Electronic;Pop,240,Em,Materialism;Poverty;Lust/Sex,0,Electronic,1986,1980,"['Materialism', 'Poverty', 'Lust/Sex']"
1986-05-17 00:00:00+00:00,Whitney Houston,22.0,Greatest Love of All,Rock;Pop,291,A,Love;Appreciation;Respect,0,Rock,1986,1980,"['Love', 'Appreciation', 'Respect']"
1986-06-07 00:00:00+00:00,Madonna,27.0,Live to Tell,Electronic;Pop,353,Dm,Survival;Secrets,0,Electronic,1986,1980,"['Survival', 'Secrets']"
1986-06-14 00:00:00+00:00,Patti LaBelle & Michael McDonald,38.0,On My Own,Funk/Soul;Pop,290,F,Lost Love,0,Funk/Soul,1986,1980,['Lost Love']
1986-07-05 00:00:00+00:00,Billy Ocean,36.0,There'll Be Sad Songs (To Make You Cry),Electronic,292,Multiple Keys,Love,0,Electronic,1986,1980,['Love']
1986-07-12 00:00:00+00:00,Simply Red,26.0,Holding Back the Years,Rock;Funk/Soul;Pop,266,Am,Lost Love,0,Rock,1986,1980,['Lost Love']
1986-07-19 00:00:00+00:00,Genesis,35.0,Invisible Touch,Rock;Pop,209,Multiple Keys,Love;Bad Relationships,0,Rock,1986,1980,"['Love', 'Bad Relationships']"
1986-07-26 00:00:00+00:00,Peter Gabriel,36.0,Sledgehammer,Rock,291,Eb,Lust/Sex,0,Rock,1986,1980,['Lust/Sex']
1986-08-02 00:00:00+00:00,Peter Cetera,41.0,Glory of Love,Pop,288,F,Love,0,Pop,1986,1980,['Love']
1986-08-16 00:00:00+00:00,Madonna,28.0,Papa Don't Preach,Electronic,269,Fm,Illigitimacy;Child Birth;Growing Up,0,Electronic,1986,1980,"['Illigitimacy', 'Child Birth', 'Growing Up']"
1986-08-30 00:00:00+00:00,Steve Winwood,38.0,Higher Love,Rock;Funk/Soul,252,F,Longing for Love,0,Rock,1986,1980,['Longing for Love']
1986-09-06 00:00:00+00:00,Bananarama,25.666666666666668,Venus,Electronic;Pop,229,G,Lust/Sex,0,Electronic,1986,1980,['Lust/Sex']
1986-09-13 00:00:00+00:00,Berlin,25.0,Take My Breath Away,Electronic;Pop;Stage & Screen,242,Ab,Love,0,Electronic,1986,1980,['Love']
1986-09-20 00:00:00+00:00,Huey Lewis & the News,36.0,Stuck with You,Rock,269,C,Love,0,Rock,1986,1980,['Love']
1986-10-11 00:00:00+00:00,Janet Jackson,20.0,When I Think of You,Hip Hop;Pop,235,A,Love,0,Hip Hop,1986,1980,['Love']
1986-10-25 00:00:00+00:00,Cyndi Lauper,33.0,True Colors,Electronic;Pop,226,C,Appreciation,0,Electronic,1986,1980,['Appreciation']
1986-11-08 00:00:00+00:00,Boston,39.0,Amanda,Rock,256,G,Longing for Love,0,Rock,1986,1980,['Longing for Love']
1986-11-22 00:00:00+00:00,The Human League,31.0,Human,Electronic,229,Ab,Infidelity,0,Electronic,1986,1980,['Infidelity']
1986-11-29 00:00:00+00:00,Bon Jovi,24.0,You Give Love a Bad Name,Rock,222,Cm,Lost Love;Bad Relationships,1,Rock,1986,1980,"['Lost Love', 'Bad Relationships']"
1986-12-06 00:00:00+00:00,Peter Cetera & Amy Grant,34.0,The Next Time I Fall,Rock;Pop,225,Ab,Longing for Love,0,Rock,1986,1980,['Longing for Love']
1986-12-13 00:00:00+00:00,Bruce Hornsby & the Range,32.0,The Way It Is,Rock,298,G,Racism;Jobs,0,Rock,1986,1980,"['Racism', 'Jobs']"
1986-12-20 00:00:00+00:00,The Bangles,27.75,Walk Like an Egyptian,Rock;Pop,204,B,Dancing,0,Rock,1986,1980,['Dancing']
1987-01-17 00:00:00+00:00,Gregory Abbott,32.0,Shake You Down,Electronic;Funk/Soul,245,D,Lust/Sex,0,Electronic,1987,1980,['Lust/Sex']
1987-01-24 00:00:00+00:00,Billy Vera & the Beaters,42.0,At This Moment,Rock;Pop,261,Gb,Lost Love;Longing for Love,0,Rock,1987,1980,"['Lost Love', 'Longing for Love']"
1987-02-07 00:00:00+00:00,Madonna,28.0,Open Your Heart,Electronic,253,F,Lust/Sex,0,Electronic,1987,1980,['Lust/Sex']
1987-02-24 00:00:00+00:00,Bon Jovi,24.0,Livin' on a Prayer,Rock,249,Multiple Keys,Survival;Love,0,Rock,1987,1980,"['Survival', 'Love']"
1987-03-14 00:00:00+00:00,Huey Lewis & the News,36.0,Jacob's Ladder,Rock,213,F,Empowerment;Better Days,0,Rock,1987,1980,"['Empowerment', 'Better Days']"
1987-04-04 00:00:00+00:00,Starship,42.0,Nothing's Gonna Stop Us Now,Rock,270,Gb,Love,0,Rock,1987,1980,['Love']
1987-04-18 00:00:00+00:00,Aretha Franklin & George Michael,34.0,I Knew You Were Waiting (For Me),Electronic;Funk/Soul;Pop,238,E,Love,0,Electronic,1987,1980,['Love']
1987-05-02 00:00:00+00:00,Cutting Crew,28.0,(I Just) Died in Your Arms,Rock;Pop,280,Bm,Lust/Sex;Bad Relationships,0,Rock,1987,1980,"['Lust/Sex', 'Bad Relationships']"
1987-05-16 00:00:00+00:00,U2,27.0,With or Without You,Rock,354,D,Lost Love;Bad Relationships,0,Rock,1987,1980,"['Lost Love', 'Bad Relationships']"
1987-06-06 00:00:00+00:00,Kim Wilde,26.0,You Keep Me Hangin' On,Pop,255,Multiple Keys,Bad Relationships,0,Pop,1987,1980,['Bad Relationships']
1987-06-13 00:00:00+00:00,Atlantic Starr,23.0,Always,Funk/Soul;Pop,239,G,Love,0,Funk/Soul,1987,1980,['Love']
1987-06-20 00:00:00+00:00,Lisa Lisa & Cult Jam,20.0,Head to Toe,Electronic,241,Bm,Love;Lust/Sex,0,Electronic,1987,1980,"['Love', 'Lust/Sex']"
1987-07-27 00:00:00+00:00,Whitney Houston,23.0,I Wanna Dance with Somebody (Who Loves Me),Electronic;Funk/Soul;Pop,291,Gb,Dancing;Longing for Love,0,Electronic,1987,1980,"['Dancing', 'Longing for Love']"
1987-07-11 00:00:00+00:00,Heart,34.5,Alone,Rock,219,Db,Lust/Sex,0,Rock,1987,1980,['Lust/Sex']
1987-08-01 00:00:00+00:00,Bob Seger,42.0,Shakedown,Rock;Stage & Screen,241,E,Fighting,0,Rock,1987,1980,['Fighting']
1987-08-08 00:00:00+00:00,U2,27.0,I Still Haven't Found What I'm Looking For,Rock,277,Db,God;Faithfulness;Doubt,0,Rock,1987,1980,"['God', 'Faithfulness', 'Doubt']"
1987-08-22 00:00:00+00:00,Madonna,29.0,Who's That Girl,Electronic;Stage & Screen,239,Am,Bad Relationships,0,Electronic,1987,1980,['Bad Relationships']
1987-08-29 00:00:00+00:00,Los Lobos,32.0,La Bamba,Rock;Latin;Stage & Screen,174,C,Dancing,0,Rock,1987,1980,['Dancing']
1987-09-19 00:00:00+00:00,Michael Jackson & Siedah Garrett,28.0,I Just Can't Stop Loving You,Pop,251,C,Love,0,Pop,1987,1980,['Love']
1987-09-26 00:00:00+00:00,Whitney Houston,24.0,Didn't We Almost Have It All,Electronic,278,Multiple Keys,Lost Love,0,Electronic,1987,1980,['Lost Love']
1987-10-10 00:00:00+00:00,Whitesnake,36.0,Here I Go Again,Rock,275,G,Empowerment;Redemption,0,Rock,1987,1980,"['Empowerment', 'Redemption']"
1987-10-17 00:00:00+00:00,Lisa Lisa & Cult Jam,20.0,Lost in Emotion,Electronic;Funk/Soul;Pop,289,C,Longing for Love,0,Electronic,1987,1980,['Longing for Love']
1987-10-24 00:00:00+00:00,Michael Jackson,29.0,Bad,Electronic,247,Multiple Keys,Anger;Fighting;Badassery,0,Electronic,1987,1980,"['Anger', 'Fighting', 'Badassery']"
1987-11-07 00:00:00+00:00,Tiffany,16.0,I Think We're Alone Now,Electronic;Rock;Pop,228,D,Lust/Sex;Growing Up,0,Electronic,1987,1980,"['Lust/Sex', 'Growing Up']"
1987-11-21 00:00:00+00:00,Billy Idol,31.0,Mony Mony,Rock,246,F,Lust/Sex,0,Rock,1987,1980,['Lust/Sex']
1987-11-28 00:00:00+00:00,Bill Medley & Jennifer Warnes,43.5,(I've Had) The Time of My Life,Rock;Funk/Soul;Pop,290,E,Love;Longing for Love,0,Rock,1987,1980,"['Love', 'Longing for Love']"
1987-12-05 00:00:00+00:00,Belinda Carlisle,29.0,Heaven Is a Place on Earth,Electronic;Rock,247,E,Love,0,Electronic,1987,1980,['Love']
1987-12-12 00:00:00+00:00,George Michael,24.0,Faith,Electronic;Rock;Pop,194,B,Lust/Sex;Love,0,Electronic,1987,1980,"['Lust/Sex', 'Love']"
1988-01-09 00:00:00+00:00,Whitney Houston,24.0,So Emotional,Electronic;Pop,276,Bm,Lust/Sex,0,Electronic,1988,1980,['Lust/Sex']
1988-01-16 00:00:00+00:00,George Harrison,47.0,Got My Mind Set On You,Rock,234,E,Longing for Love,0,Rock,1988,1980,['Longing for Love']
1988-01-23 00:00:00+00:00,Michael Jackson,29.0,The Way You Make Me Feel,Electronic;Rock;Funk/Soul,266,E,Love;Lust/Sex,0,Electronic,1988,1980,"['Love', 'Lust/Sex']"
1988-01-30 00:00:00+00:00,INXS,28.0,Need You Tonight,Electronic;Rock;Pop,181,Cm,Lust/Sex,0,Electronic,1988,1980,['Lust/Sex']
1988-02-06 00:00:00+00:00,Tiffany,16.0,Could've Been,Electronic;Rock,213,Db,Lost Love,0,Electronic,1988,1980,['Lost Love']
1988-02-20 00:00:00+00:00,Exposé,23.33333333333333,Seasons Change,Electronic;Funk/Soul,256,Am,Lost Love,0,Electronic,1988,1980,['Lost Love']
1988-02-27 00:00:00+00:00,George Michael,24.0,Father Figure,Funk/Soul;Pop,340,Abm,Lust/Sex,0,Funk/Soul,1988,1980,['Lust/Sex']
1988-03-12 00:00:00+00:00,Rick Astley,22.0,Never Gonna Give You Up,Electronic;Pop,213,Db,Love;Faithfulness,0,Electronic,1988,1980,"['Love', 'Faithfulness']"
1988-03-26 00:00:00+00:00,Michael Jackson,29.0,Man in the Mirror,Electronic;Pop,318,G,Growing Up;Enlightenment,0,Electronic,1988,1980,"['Growing Up', 'Enlightenment']"
1988-04-09 00:00:00+00:00,Billy Ocean,38.0,"Get Outta My Dreams, Get Into My Car",Funk/Soul;Pop,284,Multiple Keys,Longing for Love;Lust/Sex,0,Funk/Soul,1988,1980,"['Longing for Love', 'Lust/Sex']"
1988-04-23 00:00:00+00:00,Whitney Houston,24.0,Where Do Broken Hearts Go,Funk/Soul,277,D,Lost Love,0,Funk/Soul,1988,1980,['Lost Love']
1988-05-07 00:00:00+00:00,Terence Trent D'Arby,26.0,Wishing Well,Rock;Funk/Soul;Pop,210,Bb,Lust/Sex,0,Rock,1988,1980,['Lust/Sex']
1988-05-14 00:00:00+00:00,Gloria Estefan & Miami Sound Machine,30.0,Anything for You,Latin;Pop,243,Gb,Lost Love,0,Latin,1988,1980,['Lost Love']
1988-05-28 00:00:00+00:00,George Michael,24.0,One More Try,Electronic;Pop,353,F,Lost Love,0,Electronic,1988,1980,['Lost Love']
1988-06-18 00:00:00+00:00,Rick Astley,22.0,Together Forever,Pop,201,D,Longing for Love,0,Pop,1988,1980,['Longing for Love']
1988-06-25 00:00:00+00:00,Debbie Gibson,17.0,Foolish Beat,Electronic;Pop,202,Bbm,Lost Love,0,Electronic,1988,1980,['Lost Love']
1988-07-02 00:00:00+00:00,Michael Jackson,29.0,Dirty Diana,Rock;Pop,280,Gm,Lust/Sex;Bad Relationships,0,Rock,1988,1980,"['Lust/Sex', 'Bad Relationships']"
1988-07-09 00:00:00+00:00,Cheap Trick,35.0,The Flame,Rock;Pop,281,E,Lost Love;Longing for Love,0,Rock,1988,1980,"['Lost Love', 'Longing for Love']"
1988-07-23 00:00:00+00:00,Richard Marx,24.0,Hold On to the Nights,Rock,316,Eb,Lost Love,0,Rock,1988,1980,['Lost Love']
1988-07-30 00:00:00+00:00,Steve Winwood,40.0,Roll With It,Rock,279,G,Better Times;Positivity,0,Rock,1988,1980,"['Better Times', 'Positivity']"
1988-08-27 00:00:00+00:00,George Michael,25.0,Monkey,Electronic;Pop,289,Gbm,Lust/Sex;Forbidden Love,0,Electronic,1988,1980,"['Lust/Sex', 'Forbidden Love']"
1988-09-10 00:00:00+00:00,Guns N' Roses,26.0,Sweet Child O' Mine,Rock,356,Gb,Love,0,Rock,1988,1980,['Love']
1988-09-24 00:00:00+00:00,Bobby McFerrin,38.0,"Don't Worry, Be Happy",Jazz;Pop,294,B,Positivity,0,Jazz,1988,1980,['Positivity']
1988-10-08 00:00:00+00:00,Def Leppard,39.0,Love Bites,Rock,346,Dm,Lost Love,1,Rock,1988,1980,['Lost Love']
1988-10-15 00:00:00+00:00,UB40,31.0,Red Red Wine,Electronic;Reggae,183,Db,Lost Love,0,Electronic,1988,1980,['Lost Love']
1988-10-22 00:00:00+00:00,Phil Collins,37.0,A Groovy Kind of Love,Rock;Pop;Stage & Screen,210,G,Love,0,Rock,1988,1980,['Love']
1988-11-05 00:00:00+00:00,The Beach Boys,47.0,Kokomo,Rock;Pop;Stage & Screen,217,C,Escape,0,Rock,1988,1980,['Escape']
1988-11-12 00:00:00+00:00,The Escape Club,30.0,Wild Wild West,Electronic,244,E,Dystopia,0,Electronic,1988,1980,['Dystopia']
1988-11-19 00:00:00+00:00,Bon Jovi,26.0,Bad Medicine,Rock,238,Em,Lust/Sex,0,Rock,1988,1980,['Lust/Sex']
1988-12-03 00:00:00+00:00,Will to Power,28.0,"Baby, I Love Your Way / Freebird Medley",Electronic,247,G,Love;Lost Love,0,Electronic,1988,1980,"['Love', 'Lost Love']"
1988-12-10 00:00:00+00:00,Chicago,41.0,Look Away,Rock;Pop,240,A,Lost Love,0,Rock,1988,1980,['Lost Love']
1988-12-24 00:00:00+00:00,Poison,25.0,Every Rose Has Its Thorn,Rock,260,Gb,Lost Love,0,Rock,1988,1980,['Lost Love']
1989-01-14 00:00:00+00:00,Bobby Brown,19.0,My Prerogative,Hip Hop,271,Am,Badassery;Lust/Sex,1,Hip Hop,1989,1980,"['Badassery', 'Lust/Sex']"
1989-01-21 00:00:00+00:00,Phil Collins,37.0,Two Hearts,Rock;Stage & Screen,204,Multiple Keys,Love,0,Rock,1989,1980,['Love']
1989-02-04 00:00:00+00:00,Sheriff,26.0,When I'm With You,Rock,233,A,Love,0,Rock,1989,1980,['Love']
1989-02-11 00:00:00+00:00,Paula Abdul,26.0,Straight Up,Electronic;Pop,231,Dm,Longing for Love;Bad Relationships;Lost Love,0,Electronic,1989,1980,"['Longing for Love', 'Bad Relationships', 'Lost Love']"
1989-03-04 00:00:00+00:00,Debbie Gibson,18.0,Lost in Your Eyes,Electronic,213,C,Love,0,Electronic,1989,1980,['Love']
1989-03-25 00:00:00+00:00,Mike & the Mechanics,38.0,The Living Years,Rock,330,Ab,Death;Family;Regret;Time,0,Rock,1989,1980,"['Death', 'Family', 'Regret', 'Time']"
1989-04-01 00:00:00+00:00,The Bangles,30.0,Eternal Flame,Rock,238,G,Love;Longing for Love,0,Rock,1989,1980,"['Love', 'Longing for Love']"
1989-04-08 00:00:00+00:00,Roxette,30.0,The Look,Electronic;Rock,237,A,Lust/Sex,0,Electronic,1989,1980,['Lust/Sex']
1989-04-15 00:00:00+00:00,Fine Young Cannibals,27.0,She Drives Me Crazy,Electronic;Pop,215,D,Lust/Sex,0,Electronic,1989,1980,['Lust/Sex']
1989-04-22 00:00:00+00:00,Madonna,30.0,Like a Prayer,Electronic;Pop,340,F,Lust/Sex,0,Electronic,1989,1980,['Lust/Sex']
1989-05-13 00:00:00+00:00,Bon Jovi,29.0,I'll Be There for You,Rock,346,D,Love,0,Rock,1989,1980,['Love']
1989-05-20 00:00:00+00:00,Paula Abdul,26.0,Forever Your Girl,Electronic;Funk/Soul;Pop,300,D,Love,0,Electronic,1989,1980,['Love']
1989-06-03 00:00:00+00:00,Michael Damian,27.0,Rock On,Rock,202,Dbm,Playing Music;Dancing;Bands,0,Rock,1989,1980,"['Playing Music', 'Dancing', 'Bands']"
1989-06-10 00:00:00+00:00,Bette Midler,43.0,Wind Beneath My Wings,Pop;Stage & Screen,293,Bb,Appreciation;Friendship,0,Pop,1989,1980,"['Appreciation', 'Friendship']"
1989-06-17 00:00:00+00:00,New Kids on the Block,19.0,I'll Be Loving You (Forever),Electronic,263,Multiple Keys,Love,0,Electronic,1989,1980,['Love']
1989-06-24 00:00:00+00:00,Richard Marx,25.0,Satisfied,Rock,254,Eb,Lust/Sex,0,Rock,1989,1980,['Lust/Sex']
1989-07-01 00:00:00+00:00,Milli Vanilli,23.5,Baby Don't Forget My Number,Electronic;Pop,249,E,Love;Lust/Sex,0,Electronic,1989,1980,"['Love', 'Lust/Sex']"
1989-07-08 00:00:00+00:00,Fine Young Cannibals,28.0,Good Thing,Electronic;Rock;Pop,202,D,Lost Love,0,Electronic,1989,1980,['Lost Love']
1989-07-15 00:00:00+00:00,Simply Red,29.0,If You Don't Know Me By Now,Funk/Soul;Pop,204,Multiple Keys,Lost Love;Infidelity,0,Funk/Soul,1989,1980,"['Lost Love', 'Infidelity']"
1989-07-22 00:00:00+00:00,Martika,20.0,Toy Soldiers,Rock,260,Dbm,Addiction,0,Rock,1989,1980,['Addiction']
1989-08-05 00:00:00+00:00,Prince,31.0,Batdance,Electronic;Funk/Soul,247,Multiple Keys,Lust/Sex;Batman,1,Electronic,1989,1980,"['Lust/Sex', 'Batman']"
1989-08-12 00:00:00+00:00,Richard Marx,25.0,Right Here Waiting,Rock,264,C,Love,0,Rock,1989,1980,['Love']
1989-09-02 00:00:00+00:00,Paula Abdul,27.0,Cold Hearted,Electronic;Pop,231,Gm,Bad Relationships,0,Electronic,1989,1980,['Bad Relationships']
1989-09-09 00:00:00+00:00,New Kids on the Block,20.0,Hangin' Tough,Electronic;Hip Hop,231,Dbm,Badassery;Dancing,0,Electronic,1989,1980,"['Badassery', 'Dancing']"
1989-09-16 00:00:00+00:00,Gloria Estefan,32.0,Don't Wanna Lose You,Pop,250,F,Love;Lost Love,0,Pop,1989,1980,"['Love', 'Lost Love']"
1989-09-23 00:00:00+00:00,Milli Vanilli,23.5,Girl I'm Gonna Miss You,Funk/Soul;Pop,238,A,Lost Love,0,Funk/Soul,1989,1980,['Lost Love']
1989-10-07 00:00:00+00:00,Janet Jackson,23.0,Miss You Much,Funk/Soul;Pop,252,Abm,Lust/Sex,0,Funk/Soul,1989,1980,['Lust/Sex']
1989-11-04 00:00:00+00:00,Roxette,30.5,Listen to Your Heart,Rock;Pop,315,Multiple Keys,Lost Love,0,Rock,1989,1980,['Lost Love']
1989-11-11 00:00:00+00:00,Bad English,37.0,When I See You Smile,Rock,257,G,Love,0,Rock,1989,1980,['Love']
1989-11-25 00:00:00+00:00,Milli Vanilli,23.5,Blame it On the Rain,Electronic;Pop,248,Bb,Lost Love,0,Electronic,1989,1980,['Lost Love']
1989-12-09 00:00:00+00:00,Billy Joel,40.0,We Didn't Start the Fire,Rock,245,G,Growing Up;War;Restlessness,0,Rock,1989,1980,"['Growing Up', 'War', 'Restlessness']"
1989-12-23 00:00:00+00:00,Phil Collins,39.0,Another Day in Paradise,Electronic;Rock,289,Gbm,Homelessness,0,Electronic,1989,1980,['Homelessness']
1990-01-20 00:00:00+00:00,Michael Bolton,36.0,How Am I Supposed to Live Without You,Rock;Pop,245,Bb,Lost Love,0,Rock,1990,1990,['Lost Love']
1990-02-10 00:00:00+00:00,Paula Abdul & Wild Pair,27.0,Opposites Attract,Electronic,230,Bb,Love,0,Electronic,1990,1990,['Love']
1990-03-03 00:00:00+00:00,Janet Jackson,23.0,Escapade,Electronic;Hip Hop;Pop,283,Ab,Lust/Sex,0,Electronic,1990,1990,['Lust/Sex']
1990-03-24 00:00:00+00:00,Alannah Myles,31.0,Black Velvet,Rock,287,Ebm,Death;Music,0,Rock,1990,1990,"['Death', 'Music']"
1990-04-07 00:00:00+00:00,Taylor Dayne,28.0,Love Will Lead You Back,Electronic,277,Ab,Lost Love,0,Electronic,1990,1990,['Lost Love']
1990-04-14 00:00:00+00:00,Tommy Page,20.0,I'll Be Your Everything,Pop,244,F,Longing For Love;Love,0,Pop,1990,1990,"['Longing For Love', 'Love']"
1990-04-21 00:00:00+00:00,Sinead O'Connor,23.0,Nothing Compares 2 U,Electronic;Rock;Funk/Soul,280,F,Lost Love,0,Electronic,1990,1990,['Lost Love']
1990-05-19 00:00:00+00:00,Madonna,31.0,Vogue,Electronic;Pop,289,Ab,Dancing,0,Electronic,1990,1990,['Dancing']
1990-06-09 00:00:00+00:00,Wilson Phillips,21.33333333333333,Hold On,Electronic;Rock;Pop,221,F,Positivity;Empowerment,0,Electronic,1990,1990,"['Positivity', 'Empowerment']"
1990-06-16 00:00:00+00:00,Roxette,31.5,It Must Have Been Love,Rock;Pop;Stage & Screen,258,F,Lost Love,0,Rock,1990,1990,['Lost Love']
1990-06-30 00:00:00+00:00,New Kids on the Block,20.0,Step by Step,Electronic;Pop,267,Em,Longing for Love,0,Electronic,1990,1990,['Longing for Love']
1990-07-21 00:00:00+00:00,Glenn Medeiros ft. Bobby Brown,20.0,She Ain't Worth It,Electronic;Hip Hop;Funk/Soul,218,Gm,Bad Relationships,0,Electronic,1990,1990,['Bad Relationships']
1990-08-04 00:00:00+00:00,Mariah Carey,21.0,Vision of Love,Electronic;Pop,209,F,Longing for Love,0,Electronic,1990,1990,['Longing for Love']
1990-09-08 00:00:00+00:00,Jon Bon Jovi,28.0,Blaze of Glory,Rock;Stage & Screen,340,Dm,Badassery;Survival;Violence,0,Rock,1990,1990,"['Badassery', 'Survival', 'Violence']"
