date,artist,front_person_age,song,length_sec,key,lyrical_topic,explicit,genre,year,decade,bpm
1983-03-05 00:00:00+00:00,Michael Jackson,24,Billie Jean,294,Gbm,Bad Relationships;Paranoia;Child Birth,0,Electronic,1983,1980,117.0
1983-04-23 00:00:00+00:00,Dexys Midnight Runners,29,Come on Eileen,243,Multiple Keys,Lust/Sex,0,Rock,1983,1980,108.0
1983-04-30 00:00:00+00:00,Michael Jackson,24,Beat It,258,Ebm,Bad Behavior;Violence,0,Electronic,1983,1980,139.0
1983-05-21 00:00:00+00:00,David Bowie,36,Let's Dance,248,Multiple Keys,Dancing;Longing for Love,0,Rock,1983,1980,114.0
1983-05-28 00:00:00+00:00,Irene Cara,24,Flashdance … What a Feeling,233,Gm,Dancing,0,Electronic,1983,1980,124.0
1983-07-09 00:00:00+00:00,The Police,31,Every Breath You Take,234,Multiple Keys,Bad Relationships;Lost Love,0,Rock,1983,1980,117.0
1983-09-03 00:00:00+00:00,Eurythmics,32,Sweet Dreams (Are Made of This),216,Cm,Dreaming;Failure,0,Electronic,1983,1980,125.0
1983-09-10 00:00:00+00:00,Michael Sembello,29,Maniac,244,Ebm,Dancing,0,Electronic,1983,1980,159.0
1983-09-24 00:00:00+00:00,Billy Joel,34,Tell Her About It,229,Bb,Love;Appreciation,0,Rock,1983,1980,91.0
1983-10-01 00:00:00+00:00,Bonnie Tyler,32,Total Eclipse of the Heart,267,Ab,Lost Love;Longing for Love,0,Electronic,1983,1980,131.0
1983-10-29 00:00:00+00:00,Kenny Rogers & Dolly Parton,41,Islands in the Stream,251,Multiple Keys,Love,0,Pop,1983,1980,102.0
1983-11-12 00:00:00+00:00,Lionel Richie,34,All Night Long (All Night),260,Ab,Dancing;Partying,0,Funk/Soul,1983,1980,109.0
1983-12-10 00:00:00+00:00,Paul McCartney & Michael Jackson,33,Say Say Say,234,Bbm,Longing for Love,0,Electronic,1983,1980,118.0
1984-01-21 00:00:00+00:00,Yes,39,Owner of a Lonely Heart,230,Am,Lost Love,0,Rock,1984,1980,125.0
1984-02-04 00:00:00+00:00,Culture Club,22,Karma Chameleon,238,Bb,Lost Love,0,Pop,1984,1980,92.0
1984-02-25 00:00:00+00:00,Van Halen,29,Jump,240,Multiple Keys,Unclear,0,Rock,1984,1980,130.0
1984-03-31 00:00:00+00:00,Kenny Loggins,36,Footloose,226,Bb,Dancing,0,Rock,1984,1980,174.0
1984-04-21 00:00:00+00:00,Phil Collins,33,Against All Odds (Take a Look at Me Now),206,Db,Lost Love;Longing for Love,0,Rock,1984,1980,16.0
1984-05-12 00:00:00+00:00,Lionel Richie,34,Hello,254,Am,Lost Love,0,Funk/Soul,1984,1980,61.0
1984-05-26 00:00:00+00:00,Deniece Williams,32,Let's Hear it For the Boy,262,C,Love;Appreciation,0,Electronic,1984,1980,123.0
1984-06-09 00:00:00+00:00,Cyndi Lauper,30,Time After Time,241,C,Love;Faithfulness,0,Rock,1984,1980,130.0
1984-06-23 00:00:00+00:00,Duran Duran,25,The Reflex,266,C,Unclear,0,Rock,1984,1980,127.0
1984-07-07 00:00:00+00:00,Prince,26,When Doves Cry,228,Am,Lost Love;Lust/Sex,0,Funk/Soul,1984,1980,127.0
1984-08-11 00:00:00+00:00,"Ray Parker, Jr.",30,Ghostbusters,241,Multiple Keys,Ghosts;Jobs,0,Electronic,1984,1980,115.0
1984-09-01 00:00:00+00:00,Tina Turner,44,What's Love Got to Do With It,226,B,Lust/Sex,0,Rock,1984,1980,98.0
1984-09-22 00:00:00+00:00,John Waite,32,Missing You,270,Gb,Lost Love;Longing for Love,0,Rock,1984,1980,104.0
1984-09-29 00:00:00+00:00,Prince,26,Let's Go Crazy,227,Gb,Partying,1,Electronic,1984,1980,98.0
1984-10-13 00:00:00+00:00,Stevie Wonder,34,I Just Called to Say I Love You,260,Db,Love,0,Electronic,1984,1980,114.0
1984-11-03 00:00:00+00:00,Billy Ocean,34,Caribbean Queen (No More Love on the Run),221,Dm,Lust/Sex,0,Electronic,1984,1980,114.0
1984-11-17 00:00:00+00:00,Wham!,21,Wake Me Up Before You Go-Go,231,C,Lost Love,0,Rock,1984,1980,82.0
1984-12-08 00:00:00+00:00,Daryl Hall & John Oates,37,Out of Touch,247,Am,Lost Love,0,Electronic,1984,1980,115.0
1984-12-22 00:00:00+00:00,Madonna,26,Like a Virgin,218,Gb,Love,1,Electronic,1984,1980,120.0
1985-02-02 00:00:00+00:00,Foreigner,34,I Want to Know What Love Is,304,Gb,Longing for Love,0,Rock,1985,1980,81.0
1985-02-16 00:00:00+00:00,Wham!,21,Careless Whisper,300,Dm,Lost Love,0,Pop,1985,1980,153.0
1985-03-09 00:00:00+00:00,REO Speedwagon,33,Can't Fight This Feeling,295,A,Longing for Love,0,Rock,1985,1980,156.0
1985-03-30 00:00:00+00:00,Phil Collins,34,One More Night,262,Multiple Keys,Lost Love,0,Rock,1985,1980,136.0
1985-04-13 00:00:00+00:00,USA for Africa,31,We Are the World,382,E,Redemption;Respect,0,Pop,1985,1980,73.0
1985-05-11 00:00:00+00:00,Madonna,26,Crazy for You,224,E,Lust/Sex,0,Pop,1985,1980,95.0
1985-05-18 00:00:00+00:00,Simple Minds,25,Don't You (Forget About Me),263,D,Lust/Sex,0,Rock,1985,1980,111.0
1985-05-25 00:00:00+00:00,Wham!,21,Everything She Wants,302,Gbm,Marriage;Bad Relationships,1,Electronic,1985,1980,115.0
1985-06-08 00:00:00+00:00,Tears for Fears,23,Everybody Wants to Rule the World,251,D,Lost Innocence;Violence;War,0,Rock,1985,1980,112.0
1985-06-22 00:00:00+00:00,Bryan Adams,25,Heaven,243,Am,Love,0,Rock,1985,1980,140.0
1985-07-06 00:00:00+00:00,Phil Collins,34,Sussudio,263,F,Love,0,Rock,1985,1980,121.0
1985-07-13 00:00:00+00:00,Duran Duran,33,A View to a Kill,207,Multiple Keys,Murder;Death,0,Rock,1985,1980,125.0
1985-07-27 00:00:00+00:00,Paul Young,29,Everytime You Go Away,260,F,Lost Love,0,Rock,1985,1980,164.0
1985-08-03 00:00:00+00:00,Tears for Fears,23,Shout,246,Gm,Anger;Escape,1,Electronic,1985,1980,97.0
1985-08-24 00:00:00+00:00,Huey Lewis & the News,35,The Power of Love,234,F,Love,0,Rock,1985,1980,119.0
1985-09-07 00:00:00+00:00,John Parr,32,St. Elmo's Fire (Man in Motion),251,Multiple Keys,Dreaming;Empowerment,0,Rock,1985,1980,111.0
1985-09-21 00:00:00+00:00,Dire Straits,36,Money for Nothing,249,Gm,Band;Racism;Materialism,1,Rock,1985,1980,134.0
1985-10-19 00:00:00+00:00,a-ha,26,Take on Me,225,Gbm,Longing for Love,0,Electronic,1985,1980,84.0
1985-10-26 00:00:00+00:00,Whitney Houston,22,Saving All My Love for You,218,Gbm,Forbidden Love;Infidelity;Lust/Sex,0,Funk/Soul,1985,1980,99.0
1985-11-02 00:00:00+00:00,Stevie Wonder,35,Part-Time Lover,222,Bbm,Forbidden Love;Infidelity;Lust/Sex,0,Electronic,1985,1980,174.0
1985-11-16 00:00:00+00:00,Starship,40,We Built This City,277,F,Playing Music,0,Rock,1985,1980,144.0
1985-11-30 00:00:00+00:00,Phil Collins & Marilyn Martin,32,Separate Lives,269,E,Lost Love,0,Pop,1985,1980,93.0
1985-12-07 00:00:00+00:00,Mr. Mister,32,Broken Wings,275,Dbm,Getting Back Together;Love;Lost Love,0,Rock,1985,1980,99.0
1985-12-21 00:00:00+00:00,Lionel Richie,36,"Say You, Say Me",241,Ab,Love,0,Electronic,1985,1980,128.0
1986-01-18 00:00:00+00:00,Dionne & Friends,45,That's What Friends are For,256,Eb,Appreciation;Friendship,0,Funk/Soul,1986,1980,120.0
1986-02-15 00:00:00+00:00,Whitney Houston,22,How Will I Know,275,Multiple Keys,Longing for Love,0,Electronic,1986,1980,119.0
1986-03-01 00:00:00+00:00,Mr. Mister,32,Kyrie,257,C,God;Faithfulness,0,Rock,1986,1980,90.0
1986-03-15 00:00:00+00:00,Starship,41,Sara,292,Bb,Lost Love,0,Rock,1986,1980,100.0
1986-03-22 00:00:00+00:00,Heart,33,These Dreams,228,B,Dreaming,0,Rock,1986,1980,79.0
1986-03-29 00:00:00+00:00,Falco,29,Rock Me Amadeus,202,Am,Playing Music,0,Electronic,1986,1980,88.0
1986-04-19 00:00:00+00:00,Prince,27,Kiss,226,A,Lust/Sex,0,Funk/Soul,1986,1980,111.0
1986-05-03 00:00:00+00:00,Robert Palmer,37,Addicted to Love,235,A,Lust/Sex,0,Rock,1986,1980,111.0
1986-05-10 00:00:00+00:00,Pet Shop Boys,28,West End Girls,240,Em,Materialism;Poverty;Lust/Sex,0,Electronic,1986,1980,113.0
1986-05-17 00:00:00+00:00,Whitney Houston,22,Greatest Love of All,291,A,Love;Appreciation;Respect,0,Rock,1986,1980,131.0
1986-06-07 00:00:00+00:00,Madonna,27,Live to Tell,353,Dm,Survival;Secrets,0,Electronic,1986,1980,110.0
1986-06-14 00:00:00+00:00,Patti LaBelle & Michael McDonald,38,On My Own,290,F,Lost Love,0,Funk/Soul,1986,1980,92.0
1986-07-05 00:00:00+00:00,Billy Ocean,36,There'll Be Sad Songs (To Make You Cry),292,Multiple Keys,Love,0,Electronic,1986,1980,80.0
1986-07-12 00:00:00+00:00,Simply Red,26,Holding Back the Years,266,Am,Lost Love,0,Rock,1986,1980,86.0
1986-07-19 00:00:00+00:00,Genesis,35,Invisible Touch,209,Multiple Keys,Love;Bad Relationships,0,Rock,1986,1980,131.0
1986-07-26 00:00:00+00:00,Peter Gabriel,36,Sledgehammer,291,Eb,Lust/Sex,0,Rock,1986,1980,96.0
1986-08-02 00:00:00+00:00,Peter Cetera,41,Glory of Love,288,F,Love,0,Pop,1986,1980,145.0
1986-08-16 00:00:00+00:00,Madonna,28,Papa Don't Preach,269,Fm,Illigitimacy;Child Birth;Growing Up,0,Electronic,1986,1980,122.0
1986-08-30 00:00:00+00:00,Steve Winwood,38,Higher Love,252,F,Longing for Love,0,Rock,1986,1980,99.0
1986-09-06 00:00:00+00:00,Bananarama,25,Venus,229,G,Lust/Sex,0,Electronic,1986,1980,126.0
1986-09-13 00:00:00+00:00,Berlin,25,Take My Breath Away,242,Ab,Love,0,Electronic,1986,1980,96.0
1986-09-20 00:00:00+00:00,Huey Lewis & the News,36,Stuck with You,269,C,Love,0,Rock,1986,1980,121.0
1986-10-11 00:00:00+00:00,Janet Jackson,20,When I Think of You,235,A,Love,0,Hip Hop,1986,1980,116.0
1986-10-25 00:00:00+00:00,Cyndi Lauper,33,True Colors,226,C,Appreciation,0,Electronic,1986,1980,172.0
1986-11-08 00:00:00+00:00,Boston,39,Amanda,256,G,Longing for Love,0,Rock,1986,1980,125.0
1986-11-22 00:00:00+00:00,The Human League,31,Human,229,Ab,Infidelity,0,Electronic,1986,1980,101.0
1986-11-29 00:00:00+00:00,Bon Jovi,24,You Give Love a Bad Name,222,Cm,Lost Love;Bad Relationships,1,Rock,1986,1980,123.0
1986-12-06 00:00:00+00:00,Peter Cetera & Amy Grant,34,The Next Time I Fall,225,Ab,Longing for Love,0,Rock,1986,1980,118.0
1986-12-13 00:00:00+00:00,Bruce Hornsby & the Range,32,The Way It Is,298,G,Racism;Jobs,0,Rock,1986,1980,111.0
1986-12-20 00:00:00+00:00,The Bangles,27,Walk Like an Egyptian,204,B,Dancing,0,Rock,1986,1980,103.0
1987-01-17 00:00:00+00:00,Gregory Abbott,32,Shake You Down,245,D,Lust/Sex,0,Electronic,1987,1980,95.0
1987-01-24 00:00:00+00:00,Billy Vera & the Beaters,42,At This Moment,261,Gb,Lost Love;Longing for Love,0,Rock,1987,1980,85.0
1987-02-07 00:00:00+00:00,Madonna,28,Open Your Heart,253,F,Lust/Sex,0,Electronic,1987,1980,114.0
1987-02-24 00:00:00+00:00,Bon Jovi,24,Livin' on a Prayer,249,Multiple Keys,Survival;Love,0,Rock,1987,1980,123.0
1987-03-14 00:00:00+00:00,Huey Lewis & the News,36,Jacob's Ladder,213,F,Empowerment;Better Days,0,Rock,1987,1980,118.0
1987-04-04 00:00:00+00:00,Starship,42,Nothing's Gonna Stop Us Now,270,Gb,Love,0,Rock,1987,1980,96.0
1987-04-18 00:00:00+00:00,Aretha Franklin & George Michael,34,I Knew You Were Waiting (For Me),238,E,Love,0,Electronic,1987,1980,108.0
1987-05-02 00:00:00+00:00,Cutting Crew,28,(I Just) Died in Your Arms,280,Bm,Lust/Sex;Bad Relationships,0,Rock,1987,1980,125.0
1987-05-16 00:00:00+00:00,U2,27,With or Without You,354,D,Lost Love;Bad Relationships,0,Rock,1987,1980,110.0
1987-06-06 00:00:00+00:00,Kim Wilde,26,You Keep Me Hangin' On,255,Multiple Keys,Bad Relationships,0,Pop,1987,1980,123.0
1987-06-13 00:00:00+00:00,Atlantic Starr,23,Always,239,G,Love,0,Funk/Soul,1987,1980,132.0
1987-06-20 00:00:00+00:00,Lisa Lisa & Cult Jam,20,Head to Toe,241,Bm,Love;Lust/Sex,0,Electronic,1987,1980,114.0
1987-07-27 00:00:00+00:00,Whitney Houston,23,I Wanna Dance with Somebody (Who Loves Me),291,Gb,Dancing;Longing for Love,0,Electronic,1987,1980,119.0
1987-07-11 00:00:00+00:00,Heart,34,Alone,219,Db,Lust/Sex,0,Rock,1987,1980,175.0
1987-08-01 00:00:00+00:00,Bob Seger,42,Shakedown,241,E,Fighting,0,Rock,1987,1980,171.0
1987-08-08 00:00:00+00:00,U2,27,I Still Haven't Found What I'm Looking For,277,Db,God;Faithfulness;Doubt,0,Rock,1987,1980,101.0
1987-08-22 00:00:00+00:00,Madonna,29,Who's That Girl,239,Am,Bad Relationships,0,Electronic,1987,1980,104.0
1987-08-29 00:00:00+00:00,Los Lobos,32,La Bamba,174,C,Dancing,0,Rock,1987,1980,156.0
1987-09-19 00:00:00+00:00,Michael Jackson & Siedah Garrett,28,I Just Can't Stop Loving You,251,C,Love,0,Pop,1987,1980,100.0
1987-09-26 00:00:00+00:00,Whitney Houston,24,Didn't We Almost Have It All,278,Multiple Keys,Lost Love,0,Electronic,1987,1980,131.0
1987-10-10 00:00:00+00:00,Whitesnake,36,Here I Go Again,275,G,Empowerment;Redemption,0,Rock,1987,1980,90.0
1987-10-17 00:00:00+00:00,Lisa Lisa & Cult Jam,20,Lost in Emotion,289,C,Longing for Love,0,Electronic,1987,1980,120.0
1987-10-24 00:00:00+00:00,Michael Jackson,29,Bad,247,Multiple Keys,Anger;Fighting;Badassery,0,Electronic,1987,1980,114.0
1987-11-07 00:00:00+00:00,Tiffany,16,I Think We're Alone Now,228,D,Lust/Sex;Growing Up,0,Electronic,1987,1980,131.0
1987-11-21 00:00:00+00:00,Billy Idol,31,Mony Mony,246,F,Lust/Sex,0,Rock,1987,1980,142.0
1987-11-28 00:00:00+00:00,Bill Medley & Jennifer Warnes,43,(I've Had) The Time of My Life,290,E,Love;Longing for Love,0,Rock,1987,1980,109.0
1987-12-05 00:00:00+00:00,Belinda Carlisle,29,Heaven Is a Place on Earth,247,E,Love,0,Electronic,1987,1980,123.0
1987-12-12 00:00:00+00:00,George Michael,24,Faith,194,B,Lust/Sex;Love,0,Electronic,1987,1980,96.0
1988-01-09 00:00:00+00:00,Whitney Houston,24,So Emotional,276,Bm,Lust/Sex,0,Electronic,1988,1980,119.0
1988-01-16 00:00:00+00:00,George Harrison,47,Got My Mind Set On You,234,E,Longing for Love,0,Rock,1988,1980,149.0
1988-01-23 00:00:00+00:00,Michael Jackson,29,The Way You Make Me Feel,266,E,Love;Lust/Sex,0,Electronic,1988,1980,172.0
1988-01-30 00:00:00+00:00,INXS,28,Need You Tonight,181,Cm,Lust/Sex,0,Electronic,1988,1980,109.0
1988-02-06 00:00:00+00:00,Tiffany,16,Could've Been,213,Db,Lost Love,0,Electronic,1988,1980,99.0
1988-02-20 00:00:00+00:00,Exposé,23,Seasons Change,256,Am,Lost Love,0,Electronic,1988,1980,174.0
1988-02-27 00:00:00+00:00,George Michael,24,Father Figure,340,Abm,Lust/Sex,0,Funk/Soul,1988,1980,102.0
1988-03-12 00:00:00+00:00,Rick Astley,22,Never Gonna Give You Up,213,Db,Love;Faithfulness,0,Electronic,1988,1980,113.0
1988-03-26 00:00:00+00:00,Michael Jackson,29,Man in the Mirror,318,G,Growing Up;Enlightenment,0,Electronic,1988,1980,100.0
1988-04-09 00:00:00+00:00,Billy Ocean,38,"Get Outta My Dreams, Get Into My Car",284,Multiple Keys,Longing for Love;Lust/Sex,0,Funk/Soul,1988,1980,117.0
1988-04-23 00:00:00+00:00,Whitney Houston,24,Where Do Broken Hearts Go,277,D,Lost Love,0,Funk/Soul,1988,1980,62.0
1988-05-07 00:00:00+00:00,Terence Trent D'Arby,26,Wishing Well,210,Bb,Lust/Sex,0,Rock,1988,1980,105.0
1988-05-14 00:00:00+00:00,Gloria Estefan & Miami Sound Machine,30,Anything for You,243,Gb,Lost Love,0,Latin,1988,1980,144.0
1988-05-28 00:00:00+00:00,George Michael,24,One More Try,353,F,Lost Love,0,Electronic,1988,1980,71.0
1988-06-18 00:00:00+00:00,Rick Astley,22,Together Forever,201,D,Longing for Love,0,Pop,1988,1980,115.0
1988-06-25 00:00:00+00:00,Debbie Gibson,17,Foolish Beat,202,Bbm,Lost Love,0,Electronic,1988,1980,78.0
1988-07-02 00:00:00+00:00,Michael Jackson,29,Dirty Diana,280,Gm,Lust/Sex;Bad Relationships,0,Rock,1988,1980,131.0
1988-07-09 00:00:00+00:00,Cheap Trick,35,The Flame,281,E,Lost Love;Longing for Love,0,Rock,1988,1980,97.0
1988-07-23 00:00:00+00:00,Richard Marx,24,Hold On to the Nights,316,Eb,Lost Love,0,Rock,1988,1980,145.0
1988-07-30 00:00:00+00:00,Steve Winwood,40,Roll With It,279,G,Better Times;Positivity,0,Rock,1988,1980,117.0
1988-08-27 00:00:00+00:00,George Michael,25,Monkey,289,Gbm,Lust/Sex;Forbidden Love,0,Electronic,1988,1980,98.0
1988-09-10 00:00:00+00:00,Guns N' Roses,26,Sweet Child O' Mine,356,Gb,Love,0,Rock,1988,1980,125.0
1988-09-24 00:00:00+00:00,Bobby McFerrin,38,"Don't Worry, Be Happy",294,B,Positivity,0,Jazz,1988,1980,69.0
1988-10-08 00:00:00+00:00,Def Leppard,39,Love Bites,346,Dm,Lost Love,1,Rock,1988,1980,130.0
1988-10-15 00:00:00+00:00,UB40,31,Red Red Wine,183,Db,Lost Love,0,Electronic,1988,1980,89.0
1988-10-22 00:00:00+00:00,Phil Collins,37,A Groovy Kind of Love,210,G,Love,0,Rock,1988,1980,144.0
1988-11-05 00:00:00+00:00,The Beach Boys,47,Kokomo,217,C,Escape,0,Rock,1988,1980,116.0
1988-11-12 00:00:00+00:00,The Escape Club,30,Wild Wild West,244,E,Dystopia,0,Electronic,1988,1980,139.0
1988-11-19 00:00:00+00:00,Bon Jovi,26,Bad Medicine,238,Em,Lust/Sex,0,Rock,1988,1980,119.0
1988-12-03 00:00:00+00:00,Will to Power,28,"Baby, I Love Your Way / Freebird Medley",247,G,Love;Lost Love,0,Electronic,1988,1980,151.0
1988-12-10 00:00:00+00:00,Chicago,41,Look Away,240,A,Lost Love,0,Rock,1988,1980,173.0
1988-12-24 00:00:00+00:00,Poison,25,Every Rose Has Its Thorn,260,Gb,Lost Love,0,Rock,1988,1980,140.0
1989-01-14 00:00:00+00:00,Bobby Brown,19,My Prerogative,271,Am,Badassery;Lust/Sex,1,Hip Hop,1989,1980,110.0
1989-01-21 00:00:00+00:00,Phil Collins,37,Two Hearts,204,Multiple Keys,Love,0,Rock,1989,1980,156.0
1989-02-04 00:00:00+00:00,Sheriff,26,When I'm With You,233,A,Love,0,Rock,1989,1980,136.0
1989-02-11 00:00:00+00:00,Paula Abdul,26,Straight Up,231,Dm,Longing for Love;Bad Relationships;Lost Love,0,Electronic,1989,1980,96.0
1989-03-04 00:00:00+00:00,Debbie Gibson,18,Lost in Your Eyes,213,C,Love,0,Electronic,1989,1980,144.0
1989-03-25 00:00:00+00:00,Mike & the Mechanics,38,The Living Years,330,Ab,Death;Family;Regret;Time,0,Rock,1989,1980,98.0
1989-04-01 00:00:00+00:00,The Bangles,30,Eternal Flame,238,G,Love;Longing for Love,0,Rock,1989,1980,79.0
1989-04-08 00:00:00+00:00,Roxette,30,The Look,237,A,Lust/Sex,0,Electronic,1989,1980,95.0
1989-04-15 00:00:00+00:00,Fine Young Cannibals,27,She Drives Me Crazy,215,D,Lust/Sex,0,Electronic,1989,1980,109.0
1989-04-22 00:00:00+00:00,Madonna,30,Like a Prayer,340,F,Lust/Sex,0,Electronic,1989,1980,111.0
1989-05-13 00:00:00+00:00,Bon Jovi,29,I'll Be There for You,346,D,Love,0,Rock,1989,1980,73.0
1989-05-20 00:00:00+00:00,Paula Abdul,26,Forever Your Girl,300,D,Love,0,Electronic,1989,1980,120.0
1989-06-10 00:00:00+00:00,Bette Midler,43,Wind Beneath My Wings,293,Bb,Appreciation;Friendship,0,Pop,1989,1980,124.0
1989-06-17 00:00:00+00:00,New Kids on the Block,19,I'll Be Loving You (Forever),263,Multiple Keys,Love,0,Electronic,1989,1980,135.0
1989-06-24 00:00:00+00:00,Richard Marx,25,Satisfied,254,Eb,Lust/Sex,0,Rock,1989,1980,109.0
1989-07-01 00:00:00+00:00,Milli Vanilli,23,Baby Don't Forget My Number,249,E,Love;Lust/Sex,0,Electronic,1989,1980,100.0
1989-07-08 00:00:00+00:00,Fine Young Cannibals,28,Good Thing,202,D,Lost Love,0,Electronic,1989,1980,165.0
1989-07-15 00:00:00+00:00,Simply Red,29,If You Don't Know Me By Now,204,Multiple Keys,Lost Love;Infidelity,0,Funk/Soul,1989,1980,94.0
1989-07-22 00:00:00+00:00,Martika,20,Toy Soldiers,260,Dbm,Addiction,0,Rock,1989,1980,130.0
1989-08-05 00:00:00+00:00,Prince,31,Batdance,247,Multiple Keys,Lust/Sex;Batman,1,Electronic,1989,1980,110.0
1989-08-12 00:00:00+00:00,Richard Marx,25,Right Here Waiting,264,C,Love,0,Rock,1989,1980,89.0
1989-09-02 00:00:00+00:00,Paula Abdul,27,Cold Hearted,231,Gm,Bad Relationships,0,Electronic,1989,1980,122.0
1989-09-09 00:00:00+00:00,New Kids on the Block,20,Hangin' Tough,231,Dbm,Badassery;Dancing,0,Electronic,1989,1980,92.0
1989-09-16 00:00:00+00:00,Gloria Estefan,32,Don't Wanna Lose You,250,F,Love;Lost Love,0,Pop,1989,1980,82.0
1989-09-23 00:00:00+00:00,Milli Vanilli,23,Girl I'm Gonna Miss You,238,A,Lost Love,0,Funk/Soul,1989,1980,76.0
1989-10-07 00:00:00+00:00,Janet Jackson,23,Miss You Much,252,Abm,Lust/Sex,0,Funk/Soul,1989,1980,115.0
1989-11-04 00:00:00+00:00,Roxette,30,Listen to Your Heart,315,Multiple Keys,Lost Love,0,Rock,1989,1980,172.0
1989-11-11 00:00:00+00:00,Bad English,37,When I See You Smile,257,G,Love,0,Rock,1989,1980,136.0
1989-11-25 00:00:00+00:00,Milli Vanilli,23,Blame it On the Rain,248,Bb,Lost Love,0,Electronic,1989,1980,98.0
1989-12-09 00:00:00+00:00,Billy Joel,40,We Didn't Start the Fire,245,G,Growing Up;War;Restlessness,0,Rock,1989,1980,145.0
1989-12-23 00:00:00+00:00,Phil Collins,39,Another Day in Paradise,289,Gbm,Homelessness,0,Electronic,1989,1980,102.0
1990-01-20 00:00:00+00:00,Michael Bolton,36,How Am I Supposed to Live Without You,245,Bb,Lost Love,0,Rock,1990,1990,140.0
1990-02-10 00:00:00+00:00,Paula Abdul & Wild Pair,27,Opposites Attract,230,Bb,Love,0,Electronic,1990,1990,117.0
1990-03-03 00:00:00+00:00,Janet Jackson,23,Escapade,283,Ab,Lust/Sex,0,Electronic,1990,1990,115.0
1990-03-24 00:00:00+00:00,Alannah Myles,31,Black Velvet,287,Ebm,Death;Music,0,Rock,1990,1990,91.0
1990-04-07 00:00:00+00:00,Taylor Dayne,28,Love Will Lead You Back,277,Ab,Lost Love,0,Electronic,1990,1990,73.0
1990-04-14 00:00:00+00:00,Tommy Page,20,I'll Be Your Everything,244,F,Longing For Love;Love,0,Pop,1990,1990,144.0
1990-04-21 00:00:00+00:00,Sinead O'Connor,23,Nothing Compares 2 U,280,F,Lost Love,0,Electronic,1990,1990,120.0
1990-05-19 00:00:00+00:00,Madonna,31,Vogue,289,Ab,Dancing,0,Electronic,1990,1990,116.0
1990-06-09 00:00:00+00:00,Wilson Phillips,21,Hold On,221,F,Positivity;Empowerment,0,Electronic,1990,1990,98.0
1990-06-16 00:00:00+00:00,Roxette,31,It Must Have Been Love,258,F,Lost Love,0,Rock,1990,1990,81.0
1990-06-30 00:00:00+00:00,New Kids on the Block,20,Step by Step,267,Em,Longing for Love,0,Electronic,1990,1990,125.0
1990-07-21 00:00:00+00:00,Glenn Medeiros ft. Bobby Brown,20,She Ain't Worth It,218,Gm,Bad Relationships,0,Electronic,1990,1990,102.0
1990-08-04 00:00:00+00:00,Mariah Carey,21,Vision of Love,209,F,Longing for Love,0,Electronic,1990,1990,103.0
1990-09-08 00:00:00+00:00,Jon Bon Jovi,28,Blaze of Glory,340,Dm,Badassery;Survival;Violence,0,Rock,1990,1990,79.0
1990-09-15 00:00:00+00:00,Wilson Phillips,21,Release Me,231,C,Lost Love,0,Pop,1990,1990,97.0
1990-09-29 00:00:00+00:00,Nelson,33,(Can't Live Without Your) Love and Affection,244,Db,Longing For Love,0,Rock,1990,1990,121.0
1990-10-06 00:00:00+00:00,Maxi Priest,29,Close to You,243,Ebm,Longing for Love;Bad Relationships,0,Reggae,1990,1990,96.0
1990-10-13 00:00:00+00:00,George Michael,27,Praying For Time,281,Bb,Materialism;Poverty;God,0,Funk/Soul,1990,1990,128.0
1990-10-20 00:00:00+00:00,James Ingram,38,I Don't Have the Heart,253,D,Lost Love,0,Electronic,1990,1990,89.0
1990-10-27 00:00:00+00:00,Janet Jackson,24,Black Cat,290,Em,Bad Behavior;Violence,1,Electronic,1990,1990,115.0
1990-11-03 00:00:00+00:00,Vanilla Ice,23,Ice Ice Baby,270,Dm,Bragging;Playing Music;Partying,1,Hip Hop,1990,1990,116.0
1990-11-10 00:00:00+00:00,Mariah Carey,20,Love Takes Time,229,B,Lost Love,0,Pop,1990,1990,126.0
1990-12-01 00:00:00+00:00,Whitney Houston,27,I'm Your Baby Tonight,299,Abm,Lust/Sex,0,Electronic,1990,1990,165.0
1990-12-08 00:00:00+00:00,Stevie B,32,Because I Love You (The Postman Song),246,Db,Lost Love,0,Electronic,1990,1990,115.0
1991-01-05 00:00:00+00:00,Madonna,32,Justify My Love,296,Gbm,Lust/Sex,1,Electronic,1991,1990,100.0
1991-01-19 00:00:00+00:00,Janet Jackson,24,Love Will Never Do (Without You),273,Ab,Love,0,Electronic,1991,1990,103.0
1991-01-26 00:00:00+00:00,Surface,27,The First Time,255,Multiple Keys,Love,0,Funk/Soul,1991,1990,126.0
1991-02-09 00:00:00+00:00,C+C Music Factory ft. Freedom Williams,37,Gonna Make You Sweat (Everybody Dance Now),244,Bb,Dancing,0,Electronic,1991,1990,112.0
1991-02-23 00:00:00+00:00,Whitney Houston,27,All the Man that I Need,251,Fm,Love,0,Hip Hop,1991,1990,151.0
1991-03-09 00:00:00+00:00,Mariah Carey,20,Someday,246,Dbm,Lost Love;Empowerment,0,Electronic,1991,1990,110.0
1991-03-23 00:00:00+00:00,Timmy T,23,One More Try,209,A,Lost Love,0,Electronic,1991,1990,150.0
1991-03-30 00:00:00+00:00,Gloria Estefan,33,Coming Out of the Dark,242,E,Empowerment;Redemption,0,Pop,1991,1990,132.0
1991-04-13 00:00:00+00:00,Londonbeat,49,I've Been Thinking About You,230,Bm,Lost Love,0,Electronic,1991,1990,114.0
